Trial, UserSpeed, UserAngle, horizontalInterval, verticalInterval
1,317.8609894456477,-44.35625428582462,132,135
2,278.74061524982164,-138.3664606634298,144,162
3,255.70601372794377,133.96464681345506,169,163
4,195.33892507375603,65.33356119358086,368,169
5,259.2055057287198,48.305203616727354,174,155
6,183.46559522204024,-148.39249775375112,192,312
7,193.82485762098025,-136.04638190709815,215,223
8,231.40760048967448,-132.19972083196205,193,175
9,186.4469901143603,-158.4471116580118,173,438
10,164.20969102497486,-107.91250938596328,594,192
11,163.32441986361752,-68.07822140604085,492,198
12,251.58792106812888,-83.55925831584354,1063,120
13,196.29633623864777,78.430027952098,762,156
14,182.09126147793293,125.74853450972951,282,203
15,179.45290913575627,-140.71059313749967,216,264
16,136.92213781811714,-49.30054821739896,336,289
17,235.71317284593906,45.31830661145136,181,179
18,157.97439380110072,74.57526728823223,714,197
19,204.8172682629197,144.46232220802563,180,252
20,221.29484697305514,136.78991060824606,186,198
21,136.60726919944253,110.1998066214341,636,234
22,159.87471090765266,-161.38983527217266,198,588
23,173.71045263901632,-99.29710490745936,1069,175
24,137.4905150099027,-78.08675736042107,1057,223
25,234.18923169245022,-49.68589983950271,198,168
26,182.97171147060504,-8.992259021812792,166,1049
27,272.5684369329496,-47.202598161765806,162,150
28,56.22734412236679,49.46774331276345,821,702
29,255.70601372794377,46.035353186544945,169,163
30,65.17252917046021,43.155221532525964,631,673
31,153.12540437197526,16.181931834173003,204,703
32,210.43214413895294,79.48225498129634,781,145
33,147.66376890834798,66.2276511886353,504,222
34,144.11597204202778,15.47863816541836,216,780
35,282.7752359429149,-33.34615941416566,127,193
36,183.84837107331543,-13.76078511179124,168,686
37,199.7349427607277,-44.056390129430284,209,216
38,113.63636363636363,-143.13010235415598,330,440
39,204.5518930037514,-134.03365680315127,211,204
40,244.82460999533805,-141.76617482255307,156,198
